04
TIME     AIRT    SOLAR     WIND    HUMID    CLOUD     LWIR   WINDIR
1905   23.900  344.000    0.794   43.000    0.000    0.000  164.952
1910   23.900  328.000    0.766   43.000    0.000    0.000  178.200
1915   23.700  316.000    0.738   43.000    0.000    0.000  212.472
1920   23.300  300.000    0.711   43.000    0.000    0.000  199.440
1925   23.600  286.000    0.686   43.000    0.000    0.000  181.080
1930   23.400  272.000    0.663   43.000    0.000    0.000  183.960
1935   23.300  260.000    0.644   43.000    0.000    0.000  140.904
1940   23.700  240.000    0.625   43.000    0.000    0.000  181.224
1945   23.400  230.000    0.605   43.000    0.000    0.000  167.544
1950   23.400  216.000    0.586   43.000    0.000    0.000  204.912
1955   23.000  202.000    0.567   43.000    0.000    0.000  186.768
2000   22.400  184.000    0.547   43.000    0.000    0.000  198.648
2005   22.000  176.000    0.529   44.167    0.000    0.000  216.360
2010   21.900  168.000    0.510   45.333    0.000    0.000  141.912
2015   21.800  154.000    0.490   46.500    0.000    0.000  186.768
2020   21.600  144.000    0.471   47.667    0.000    0.000  207.288
2025   21.500  126.000    0.450   48.833    1.000    0.000  236.736
2030   21.400  120.000    0.429   50.000    1.000    0.000  174.024
2035   21.400  104.000    0.407   51.167    1.000    0.000  190.728
2040   21.300   84.000    0.386   52.333    1.000    0.000  191.016
2045   20.900   78.000    0.365   53.500    1.000    0.000  176.472
2050   20.700   66.000    0.346   54.667    1.000    0.000  180.432
2055   20.100   54.000    0.327   55.833    1.000    0.000  185.184
2100   19.800   46.000    0.308   57.000    1.000    0.000  186.768
2105   19.100   36.000    0.292   57.259    1.000    0.000  183.816
2110   18.400   24.000    0.277   57.519    1.000    0.000  186.768
2115   17.200   20.000    0.263   57.778    1.000    0.000  166.464
2120   16.400   18.000    0.253   58.037    1.000    0.000  178.056
2125   16.000   16.000    0.243   58.296    1.000    0.000  182.880
2130   15.500   10.000    0.235   58.556    1.000    0.000  174.024
2135   15.000   10.000    0.229   58.815    1.000    0.000  167.832
2140   14.800   10.000    0.224   59.074    1.000    0.000  167.328
2145   14.600    6.000    0.219   59.333    1.000    0.000  161.352
2150   14.400    6.000    0.215   59.593    1.000    0.000  134.568
2155   14.300    8.000    0.212   59.852    1.000    0.000  119.088
2200   13.900    0.000    0.209   60.111    1.000    0.000  119.088
2205   13.900    2.000    0.207   60.370    1.000    0.000  119.880
2210   13.800    0.000    0.207   60.630    1.000    0.000  119.664
2215   13.500    0.000    0.206   60.889    1.000    0.000  135.576
2220   13.400    0.000    0.205   61.148    1.000    0.000  122.616
2225   13.500    2.000    0.204   61.407    1.000    0.000  123.624
2230   13.600    2.000    0.205   61.667    1.000    0.000  123.624
2235   13.400    2.000    0.206   61.926    1.000    0.000  123.192
2240   13.400    0.000    0.207   62.185    1.000    0.000  122.616
2245   13.400    0.000    0.208   62.444    1.000    0.000  122.832
2250   13.500    4.000    0.210   62.704    1.000    0.000  129.024
2255   13.500    2.000    0.212   62.963    1.000    0.000  120.888
2300   13.400    0.000    0.213   63.222    1.000    0.000  120.888
2305   13.500    0.000    0.215   63.481    1.000    0.000  138.888
2310   13.400    0.000    0.217   63.741    1.000    0.000  138.456
2315   13.400    4.000    0.219   64.000    1.000    0.000  139.752
2320   13.300    0.000    0.222   64.259    1.000    0.000  139.968
2325   13.200    2.000    0.224   64.519    1.000    0.000  138.960
2330   13.300    0.000    0.225   64.778    1.000    0.000  141.696
2335   13.200    2.000    0.227   65.037    1.000    0.000  121.608
2340   13.200    0.000    0.229   65.296    1.000    0.000  126.000
2345   13.000    0.000    0.231   65.556    1.000    0.000  146.880
2350   13.100    0.000    0.235   65.815    1.000    0.000  146.016
2355   13.000    0.000    0.239   66.074    1.000    0.000  146.880
0000   13.100    0.000    0.244   66.333    1.000    0.000  155.448
0004   13.100    2.000    0.249   66.541    1.000    0.000  149.616
0009   13.300    0.000    0.254   66.800    1.000    0.000  158.472
0014   13.200    0.000    0.261   67.059    1.000    0.000  154.512
0019   13.300    0.000    0.267   67.319    1.000    0.000  176.760
0024   13.700    0.000    0.275   67.578    1.000    0.000  166.968
0029   14.300    0.000    0.282   67.837    1.000    0.000  172.584
0034   14.400    4.000    0.290   68.096    1.000    0.000  175.752
0039   14.600    0.000    0.297   68.356    1.000    0.000  180.648
0044   14.600    0.000    0.305   68.615    1.000    0.000  176.976
0049   14.700    0.000    0.312   68.874    1.000    0.000  184.248
0054   14.600    0.000    0.320   69.133    1.000    0.000  180.144
0059   14.800    0.000    0.328   69.393    0.000    0.000  183.600
0104   14.500    0.000    0.336   69.652    0.000    0.000  177.192
0109   14.500    0.000    0.342   69.911    0.000    0.000  170.208
0114   14.200    2.000    0.350   70.170    0.000    0.000  187.488
0119   14.600    2.000    0.358   70.430    0.000    0.000  191.664
0124   14.500    0.000    0.367   70.689    0.000    0.000  225.792
0129   14.400    0.000    0.378   70.948    0.000    0.000  214.848
0134   13.900    0.000    0.388   71.207    0.000    0.000  187.704
0139   14.600    0.000    0.399   71.467    0.000    0.000  188.208
0144   14.600    0.000    0.411   71.726    0.000    0.000  182.808
0149   14.600    0.000    0.424   71.985    0.000    0.000  182.880
0154   14.800    0.000    0.436   72.244    0.000    0.000  190.080
0159   14.800    0.000    0.449   72.504    0.000    0.000  206.424
0204   14.900    0.000    0.463   72.763    0.000    0.000  187.200
0209   14.800    0.000    0.476   73.022    0.000    0.000  206.784
0214   14.800    4.000    0.488   73.281    0.000    0.000  195.336
0219   14.600    0.000    0.498   73.541    0.000    0.000  193.248
0224   14.200    0.000    0.509   73.800    0.000    0.000  193.896
0229   13.800    0.000    0.520   74.059    0.000    0.000  159.768
0234   13.300    2.000    0.529   74.319    0.000    0.000  167.760
0239   13.300    0.000    0.537   74.578    0.000    0.000  178.128
0244   13.200    2.000    0.543   74.837    0.000    0.000  168.768
0249   13.300    0.000    0.550   75.096    0.000    0.000  173.160
0254   13.600    4.000    0.557   75.356    0.000    0.000  165.024
0259   13.800    0.000    0.564   75.615    0.000    0.000  175.752
0304   13.900    0.000    0.571   75.874    0.000    0.000  188.640
0309   13.300    0.000    0.578   76.133    0.000    0.000  201.168
0314   13.300    0.000    0.583   76.393    0.000    0.000  179.136
0319   13.300    0.000    0.587   76.652    0.000    0.000  179.784
0324   13.000    4.000    0.590   76.911    0.000    0.000  162.072
0329   13.300    0.000    0.594   77.170    0.000    0.000  175.248
0334   13.300    0.000    0.600   77.430    0.000    0.000  187.272
0339   13.200    0.000    0.605   77.689    0.000    0.000  169.632
0344   13.300    0.000    0.609   77.948    0.000    0.000  191.304
0349   13.900    0.000    0.612   78.207    0.000    0.000  193.392
0354   13.900    0.000    0.615   78.467    0.000    0.000  194.688
0359   14.100    0.000    0.618   78.726    0.000    0.000  207.648
0404   13.800    0.000    0.621   78.985    0.000    0.000  191.880
0409   13.200    2.000    0.625   79.244    0.000    0.000  182.304
0414   12.600    0.000    0.629   79.504    0.000    0.000  192.168
0419   12.600    0.000    0.634   79.763    0.000    0.000  194.040
0424   12.400    0.000    0.637   80.022    0.000    0.000  180.144
0429   12.300    0.000    0.639   80.281    0.000    0.000  181.728
0434   12.200    0.000    0.644   80.541    0.000    0.000  170.928
0439   12.100    4.000    0.648   80.800    0.000    0.000  190.728
0444   12.100    0.000    0.651   81.059    0.000    0.000  191.016
0449   12.400    0.000    0.652   81.318    0.000    0.000  189.360
0454   12.300    0.000    0.652   81.578    0.000    0.000  183.384
0459   11.700    0.000    0.652   81.837    0.000    0.000  187.560
0504   11.700    0.000    0.651   82.096    0.000    0.000  183.816
0509   12.000    0.000    0.650   82.356    0.000    0.000  184.464
0514   12.400    0.000    0.647   82.615    0.000    0.000  179.352
0519   12.300    0.000    0.643   82.874    0.000    0.000  190.800
0524   11.800    0.000    0.636   83.133    0.000    0.000  179.856
0529   11.900    0.000    0.629   83.393    0.000    0.000  180.576
0534   12.100    0.000    0.623   83.652    0.000    0.000  169.632
0539   12.000    0.000    0.619   83.911    0.000    0.000  168.984
0544   11.900    4.000    0.616   84.170    0.000    0.000  174.024
0549   11.900    2.000    0.612   84.430    0.000    0.000  166.752
0554   12.200    4.000    0.608   84.689    0.000    0.000  163.656
0559   12.300    2.000    0.605   84.948    0.000    0.000  164.016
0604   12.300    0.000    0.601   85.207    0.000    0.000  165.384
